SNname,weight1,weight2,weight3,peak_mjd,peak_mag,peak_phase,dM15,resid
SN2022hrs,-8.078704932425318,-0.019709660940606017,-1.9986018216189372,59697.43914114114,12.852357351587397,0.001235335071143595,1.381,1
ASASSN-15ti,-11.266505871024922,-0.30257730351808393,-0.2901504236612059,57361.69984534534,15.995069385620926,0.08843045801636196,1.857,1
ASASSN-15so,-10.83202605894058,-0.07733085233577958,-1.2817894479826195,57341.628371771774,13.187998068512503,0.0182440633313794,1.695,1
ASASSN-15sf,8.401637530938993,-3.96196393002896,-0.815270528114123,0.0,15.436522335432104,0.08694361352937019,0.0,0
SN2015ar,-12.42799144873605,-0.9728829375633508,-1.7497923652405216,57348.70566436437,14.739759742100047,0.005569679812268191,2.036,1
ASASSN-15rw,-2.872435568551497,-0.7470313137544584,-0.5062173636184891,0.0,15.149768552362854,0.09736301561579896,0.0,0
ASASSN-15rq,-9.294501321659673,-0.3827772547306764,-2.8833130391039474,57321.63571841842,14.731845433246805,-0.004177152759806013,1.526,1
SN2015ak,-8.870073430061158,-0.7269040861781858,-0.17890186680441947,57266.146397697696,14.775883993797985,0.07564128485063648,1.753,1
ASASSN-15od,-8.36971184090533,-2.1742032804903326,-1.4568893692837714,57253.700655555556,15.00149701623227,0.020290329624117476,1.988,1
SN2015F,-9.681598403769748,-0.750383731949768,-1.4149453878869027,57103.53843603603,13.227775107067234,0.02829456321850099,1.751,1
SN2015bo,-23.38130354834875,3.0312039382504876,-2.5266526529876647,0.0,17.701893152688093,-0.002081707696718116,0.0,0
ASASSN-15ar,18.92863180423959,-7.962989380592348,-3.8941950335586135,0.0,16.583063743583622,-0.007480366664879945,0.0,0
iPTF14atg,-13.382677591714645,0.5959829206468666,-1.1396872333019186,56796.88139049049,16.575316313743475,0.08951076443606887,1.767,1
ASASSN-14lp,-8.78223504692172,0.5974235446889602,-2.328742223420373,57012.23268048048,12.094130559353616,-0.017233352754274733,1.268,1
SN2014eg,-4.394136066654703,-0.07552935811939121,1.1175738309389294,56987.96317297297,15.240666221788398,0.6115534572894556,1.265,1
CSS140914,-21.37831112130468,1.3698882705174926,-1.802277490281678,0.0,16.139807659457205,0.005255838361659215,0.0,0
iPTF14bdn,-7.1126274655498865,0.9898424676806556,-0.44040160261136285,56819.233627027024,14.361531036847131,0.08231006596779356,1.141,1
PS1-14xw,-19.99033489302248,3.068149775510358,-0.9617977507483219,0.0,15.753960306463137,0.10271296686803044,0.0,0
SN2014ap,28.98834272626842,-11.707859571476778,-3.1184208663230173,0.0,16.433812263616744,2.4033203124957936,0.0,0
SN2014ai,-7.396077956957963,-0.41424121609040954,1.3331936323838005,56743.39457457457,16.295331691623524,0.6007571598972856,1.639,1
SN2014J,-7.441954179997463,0.6033064451612316,-0.9816195419176746,56687.624080780784,12.989155545255967,0.06401676402059042,1.233,1
iPTF13ebh,-9.223684774411485,-2.2009949315658845,-2.397664194822476,56620.098827027025,15.315769364818125,-0.011029588324701578,2.011,1
iPTF13dge,-10.165025211236944,0.34736551484501027,-2.163581739678256,56553.278481081084,15.10032159585217,-0.011337518621516551,1.468,1
LSQ13ry,149.10197226232742,-14.167055800829914,-7.039019236799853,0.0,16.077376947503744,-0.1992018231834578,0.0,0
SN2013gy,-9.401688956581499,-0.9676797290028429,-1.5294849724690271,56645.85848538538,14.595348403610165,0.028092096038037084,1.773,1
SN2013gs,-7.662076308574956,-0.6504421912906315,-1.9439833990163047,56636.91579009009,15.32508166548936,-0.004139537767244406,1.506,1
SN2013gh,-18.38195484571063,1.5217530844607496,-0.8179203030572323,0.0,14.401236815277423,0.09777944445755526,0.0,0
SN2013fw,-43.149470899225705,6.069655709636524,-2.3823321191449054,0.0,14.958236813113162,-0.003196510179592771,0.0,0
SN2013ex,-9.68753567698191,-0.08077795842213359,-0.809612862536592,56527.50930450451,14.380401185958027,0.0983212915872449,1.622,1
SN2013dy,-8.535094050378058,0.8286045720372023,-0.8357428840585378,56498.02422162162,12.794755914508208,0.09384623667761804,1.285,1
SN2013cs,-7.390607523889548,-0.25606167597290413,-0.752644591070477,56433.95186206206,13.979382761058254,0.07122107241238496,1.46,1
SN2013bs,-7.412680721798976,-0.9003140727801396,-1.2378341027664224,56402.92034054054,16.619111820801784,0.019786518032706146,1.593,1
SN2013ag,13.47784256791977,-6.167816997966931,1.7032929117843338,0.0,15.95605103926579,0.1031792811414658,0.0,0
SN2013aa,-7.859661140864674,0.4515859960717193,-0.8111690111785587,56340.346295495496,11.27224507065573,0.08595168873629436,1.32,1
SN2013Q,10.477153958055004,-3.93615638586162,-1.3039145663949139,0.0,15.864291177448964,5.049296861869834e-05,0.0,0
SN2013E,3.6369982336444147,-3.1156745962207326,0.9639934330424165,0.0,13.842934844332712,0.10216361058475876,0.0,0
LSQ12gdj,-9.186343836672854,0.4370241242266314,-0.8227844725166541,56249.36256886887,15.020918449491585,0.08016395036092927,1.445,1
SN2012ht,-8.679173607269707,-0.7114806208215233,-3.1141188873248353,56292.66178198198,12.818296886142097,-0.01814543627579468,1.537,1
SN2012hr,-7.992172924830632,-0.07635155044817366,-0.8881559570205002,56286.737635435435,13.710655253997388,0.09686055102799607,1.461,1
SN2012fr,-6.808744698121896,0.05029639813888095,-1.3116468179082432,56240.895836936936,11.564014539726408,0.005807897449786381,1.293,1
SN2012dn,-7.454894785959493,0.9573496063240935,-0.7410431707335139,56128.21574344344,13.668067395728821,0.09479548855280395,1.16,1
