SNname,weight1,weight2,weight3,peak_mjd,peak_mag,peak_phase,dM15,resid
SN2022hrs,-7.575358891101786,-0.33546351645311584,-2.1995050872181214,59697.43782122122,14.353017490916034,0.0007178473332380975,1.402,1
ASASSN-15ti,-2.5216789926965255,0.10003662895836148,2.3907943632709747,0.0,17.440747932437844,2.1660433070878287,0.0,0
ASASSN-15so,-14.311277949899376,0.43369953737822986,-2.4124699427997083,57341.435314814815,14.751560624988775,-0.014583103460307889,1.808,1
ASASSN-15sf,11.693250969422758,-3.9435264779083905,1.0342065938343383,0.0,17.215892346403876,0.1038043886111556,0.0,0
SN2015ar,-8.803159264281392,-0.05327660027299601,-0.6528208142533615,57346.90483883884,16.230801740268333,0.0834206871556854,1.545,1
ASASSN-15rw,-14.020458911689927,2.613949203039328,-0.9655065428417534,0.0,17.007540103618,0.10116465828302701,0.0,0
ASASSN-15rq,-7.783505023644809,-0.5681227852705923,-1.1569210417841094,57320.142441741744,15.935183453843646,0.021894382185567274,1.549,1
SN2015ak,-5.949241582268251,0.6359935033874572,-0.3190502929391412,57266.08115015015,16.710568629053082,0.11004965361169994,1.132,1
ASASSN-15od,-106.42903388051353,13.073730322094775,-0.3641698345549573,0.0,16.866034229908255,0.09521132134409704,0.0,0
SN2015F,-7.837185320483316,-1.213318595748397,-1.4868936940851591,57103.71152892893,14.889961026545885,0.0015213223201895332,1.695,1
SN2015bo,17.955033423757243,-4.989274039934466,0.9341171312413369,0.0,19.220696609994594,0.10107913030741145,0.0,0
ASASSN-15ar,41.3055246197963,-15.047549900838389,-14.709444738319007,0.0,18.249798379890628,-0.19311206249768542,0.0,0
iPTF14atg,-4.886379395580797,-2.332690090816017,-0.38181697288965416,56795.18786306306,17.470833902855023,0.08605588938546305,1.781,1
ASASSN-14lw,-4.75924702058869,1.3163187586507756,0.7219555594226269,57010.2559005005,16.874426479355662,1.090811828445275,0.92,1
ASASSN-14lp,-6.8789525223786505,-0.050154578089304236,-2.4126447591906452,57011.87146466466,13.829968563672875,0.0014573777709294689,1.252,1
SN2014eg,-9.00484055549879,1.4650512134775535,2.02950576274722,0.0,17.02765990905571,1.2015015015003008,0.0,0
CSS140914,-22.424308216583754,2.525115181115095,-2.403458066546374,0.0,17.66534840264345,-0.006468701711242808,0.0,0
iPTF14bdn,-5.650174331221895,0.7363995833722036,-0.9170790798871259,56818.00517537538,16.10480867176451,0.0838340308837946,1.04,1
PS1-14xw,9.606849104121315,-4.180703115764406,0.8754997707905682,0.0,17.455832336821317,0.10216065674738228,0.0,0
SN2014ap,-2.631994745431469,-5.294189669034374,6.375639595336557,0.0,18.100490980296573,1.100863852132031,0.0,0
SN2014ai,-3.8845608731839034,0.6118590634642183,2.4865606482718645,0.0,17.72393842196759,2.9246334310859203,0.0,0
SN2014J,-4.609925995594596,0.3885901897753375,-0.7660031595369599,56688.74508018018,14.556119469995808,0.10497520497471946,1.042,1
iPTF13ebh,-5.417340792015613,-1.4335824594416997,-2.578392792240352,56620.33974284284,16.9978660531525,-0.019997193639568422,1.457,1
iPTF13dge,-6.979354207950897,-0.4498623179887541,-2.1024182846710042,56552.91348958959,16.70762886476217,0.013277155106773186,1.383,1
LSQ13ry,167.53051948683557,-23.831998541574187,-4.2317673443366735,0.0,17.866850078616736,-0.10521210530567071,0.0,0
SN2013gy,-7.792628976691262,-0.8746384264076115,-1.2877891792416376,56645.95077477477,16.349267273817794,0.020487943562662814,1.618,1
SN2013gs,-8.085526655139796,0.2470213080473517,-1.8720081715190702,56637.28052932933,17.039023907216617,0.010353322843114299,1.323,1
SN2013gh,4.552186082543597,-3.0559717874383954,-1.4518013077068959,0.0,16.076711969469898,0.01052439951986539,0.0,0
SN2013fw,-71.29033108557864,12.458454083167622,-3.941823241161402,0.0,16.642625035406677,-0.19145595940133564,0.0,0
SN2013ex,-7.446394841943345,-0.21756303910761599,-0.0807720115866184,56527.341445945945,16.044826212539494,0.09054054053717397,1.5,1
SN2013dy,-8.770018137907092,0.5674302661215409,-1.6170237770515237,56497.32077637638,14.421224498587687,0.0007732832449924842,1.321,1
SN2013cs,-6.269409149654408,-0.7324421469698348,-0.617130384109834,56434.05581751752,15.56151134170187,0.07514124629813779,1.487,1
SN2013cg,19.122055704210556,-9.699804649295068,6.050915487464888,56422.93626186186,16.161214187262186,0.9982756566063928,1.877,1
SN2013bs,4.435457065255179,-0.10902845348867585,11.109252265740079,0.0,18.168851877667887,2.791342412452041,0.0,0
SN2013ag,2.3073163204900036,-1.857563336867287,12.435513059671093,0.0,17.715212667414924,1.8024908355908362,0.0,0
SN2013aa,-8.057192308663234,0.08289827452250738,-0.8375940320447034,56340.22764294294,12.76273756223361,0.06737344914128363,1.43,1
SN2013Q,2.0687440802295516,-3.1873578451767157,0.3713980942687623,0.0,17.696809118720058,0.10454200512820755,0.0,0
SN2013E,-0.824364745005596,-1.5616252045923513,0.4776733204926829,0.0,15.619983478576867,0.10161866524167884,0.0,0
LSQ12gdj,-9.171366768383857,-0.4092184702312383,-1.2236054780964472,56247.21163743744,16.330645676062,0.011298482952208477,1.631,1
SN2012ht,-7.585867336592363,-1.62951400762538,-3.2706941536782237,56292.349343843845,14.240882457064792,-0.03053402007156869,1.659,1
SN2012hr,-6.527197926712908,-0.15185656232667505,-0.8914879259590831,56286.625352052055,15.380451020708477,0.08467465481243064,1.346,1
SN2012fr,-7.334398036078113,0.29994605281493203,-1.5477751832995053,56240.990532932934,13.050269802944008,0.0005302815281726936,1.262,1
SN2012dn,-7.300967203600247,0.10950645089340633,-1.5731551419072343,56126.58755135135,14.758439623232245,0.007476585496632104,1.306,1
SN2012cg,-7.754611446900846,-0.10477538746598412,-1.2341450066367203,56079.15642042042,13.316123175552523,0.026394026398298465,1.424,1
SN2012Z,-9.292306533091782,-0.8355493424793318,-1.2847093355754342,55961.52212622623,15.860332605330221,0.0021114461095637083,1.746,1
SN2012V,-4.754664545566182,-1.5666829245666345,1.5785545978927862,55959.601501001,16.372883830335233,0.6048476765603354,1.705,1
SN2011iv,-9.51234076276562,-1.644780704075054,0.46169607123080053,55902.58184174174,13.806854736765391,0.10123433572403284,2.086,1
SN2011im,-15.408350696982142,0.611114903647991,-4.5525127713358255,55901.00545185185,17.38037925050612,-0.004476523768031537,1.722,1
SN2011ia,-7.905585556815525,-0.6003262497464449,0.16317851728171046,55888.83996026026,16.027550057829075,0.09809642812658381,1.655,1
SN2011hb,-6.601275775322947,0.21757991876786364,0.23541625600978758,0.0,18.240995807074246,0.09400479196268918,0.0,0
SN2011fe,-9.057583749164328,-0.9823099398230392,-1.8640152031011583,55812.0286039039,10.87861341996213,-0.0013947013959931809,1.723,1
SN2011ek,18.8073141704832,-7.589554649393875,0.011404035070335605,0.0,17.899108148759034,0.09679231470162097,0.0,0
SN2011eh,-2.2644219201766176,-1.022016746130008,-0.535045348781662,0.0,17.923229046500538,0.08629294636865392,0.0,0
SN2011dn,-20.343308579047815,2.2375509222757586,-5.4476399349976035,55738.185935835834,17.122734964208323,-0.1990869894274918,1.703,1
SN2011dm,0.6750055543603866,-1.489296127884212,-1.7076889113359748,0.0,17.426741353487312,-0.0032701358031062,0.0,0
SN2011by,-9.04682105395957,-0.857942315199823,-2.0081461638318236,55687.634556756755,13.907351373569957,0.024483306833372964,1.681,1
SN2011ao,-6.303422485361737,0.8682564023720439,-1.2246353447119702,55637.14077747748,15.826899196628823,0.070007396121186,1.046,1
SN2011aa,-4.5949317468915165,1.677675149769224,-0.36761657105948137,55606.95667747748,15.071133195804087,0.11529395008222254,0.741,1
SN2011M,-16.536175601468294,2.4212978529227107,-3.604278585960683,0.0,18.3883643336553,0.00032264319361008376,0.0,0
SN2011B,-9.203773057832343,-1.2020793334582687,-2.5464841144034924,55579.76356896897,13.97325132059791,-0.006399035850278345,1.747,1
SN2010ko,25.57488496835879,-9.691855498501258,0.5904940641542527,0.0,17.89760472826181,0.08959959959575947,0.0,0
SN2010kg,-6.964404322699442,-0.11961703668955109,-2.1314671248077914,55541.375986486484,17.6969954283217,-0.003946424297712525,1.296,1
SN2010gp,-3.884921816424499,-1.2849763296675567,0.28859795871739347,55404.07223493494,18.268608063493108,0.09007317864750064,1.469,1
SN2010gn,-6.638397903045172,0.11313407048544644,1.0344977824039725,55387.70064864865,18.338614089448463,0.6087342168412533,1.416,1
SN2010ev,-6.834760738686283,0.33509093905848325,-1.6504784789280325,55381.92417437438,16.656497729929434,0.014047942884038989,1.201,1
SN2010cr,-2.0425630999447497,0.23147645498799546,6.268083447543569,0.0,18.218453045197567,1.7924521390315706,0.0,0
SN2010Y,-8.404993930988224,-2.68138658824335,-2.223675656114136,55244.153168168166,16.043192999841175,-0.006757499344105966,2.069,1
PTF10icb,-10.380771409783183,0.2889884956041811,-2.81741988132667,55358.48518528528,15.74540104446135,0.005139033975339213,1.459,1
SN2009ig,-7.156647810404044,-0.2580577322745491,-2.978295342849111,55076.184923123124,14.63233561559151,0.00487921023110971,1.292,1
SN2009cz,-5.609737552786608,0.4199106091638305,-1.6551882511778981,54940.12988158158,17.440444246039107,0.009678336512720875,1.067,1
SN2009an,-6.883306601554796,-0.6418335664046558,-1.4312986467590922,54896.79787037037,16.18760341817976,0.007800168851568756,1.467,1
SN2009Y,-6.87110686253922,-0.5842206719874052,-1.032649452121221,54873.942484584586,15.88760479195038,0.08174884498070512,1.477,1
SNF20080514002,-9.392944271066133,-0.874750796657096,-1.2728869007729913,54609.119455555556,17.11434765012379,-0.0005327245052741958,1.765,1
SN2008hv,-7.992222833863796,-0.6122149313497114,-2.533949983206842,54813.98191731732,15.923009803304835,-0.017850624561113193,1.488,1
SN2008hs,-3.7707310997607397,-3.095963469113007,-3.406011662748264,54809.36428568568,17.810465386110288,-0.015451636492223031,1.673,1
SN2008ec,-6.514505395522638,-0.6696038506623333,-2.6344184423360946,54669.56096486487,17.21754468716808,0.0009496701443207911,1.361,1
SN2008Q,-13.553041104814616,0.12059156380599245,-3.3536175506005,54502.200526226225,14.695229737425642,-0.009398585093289391,1.756,1
SN2007on,-6.849800539570414,-2.8197371468071015,-2.4473035740217615,54415.816460260256,14.196915917935058,0.016362087729151042,1.947,1
SN2007cv,-8.701165566957366,-0.7264162115236404,-2.519399418058974,54288.40123693694,16.82008475876228,-0.008693514947612613,1.582,1
SN2007co,-8.741642102387642,1.1119455460557537,1.4170986715494187,0.0,18.76395769567015,-2.672271386424566,0.0,0
SN2007af,-8.687745486786028,-1.1356384255366305,-2.0801404525796983,54171.51818098098,14.627082936963124,-0.02171046668838983,1.714,1
SN2007S,18.82270042005697,-6.344646863036275,0.08539723239600405,0.0,17.712881237149013,0.08915365069236181,0.0,0
