      8.71700   0.00300000  -0.00100000          NaN          NaN
      8.58900     0.102000    -0.112000          NaN          NaN
      8.50100   0.00200000  -0.00100000     0.129466   0.00814910
      8.49000   0.00100000     -0.00000    0.0963178    0.0138180
      8.54000   0.00100000  -0.00100000    0.0464248   0.00708617
          NaN          NaN          NaN    0.0546264   0.00708617
      8.82000    0.0230000  -0.00900000    0.0385650   0.00708617
          NaN          NaN          NaN     0.139718   0.00708617
      8.29500    0.0300000   -0.0360000     0.248047    0.0124008
      8.43700    0.0230000   -0.0250000     0.115455   0.00814909
      8.79500     0.151000   -0.0870000    0.0313886   0.00673186
          NaN          NaN          NaN          NaN          NaN
      8.77400   0.00100000     -0.00000     0.142452   0.00673187
          NaN          NaN          NaN    0.0703461   0.00744048
      8.60400      0.00000  -0.00100000   0.00404996   0.00673186
          NaN          NaN          NaN    0.0556516   0.00673186
      8.46500   0.00100000  -0.00100000    0.0303634   0.00708617
          NaN          NaN          NaN          NaN          NaN
          NaN          NaN          NaN    0.0406154   0.00708617
          NaN          NaN          NaN     0.120581   0.00708617
          NaN          NaN          NaN    0.0577020   0.00744047
      8.45800      0.00000  -0.00100000     0.218658   0.00992063
          NaN          NaN          NaN    0.0703461   0.00744048
      8.87200    0.0180000   -0.0240000     0.109304   0.00921202
      8.68200    0.0330000   -0.0370000    0.0286547   0.00673186
          NaN          NaN          NaN    0.0467665   0.00708617
