wavelength,flux
1270.0,7.955859612338625e-07
1280.0,1.4678122136506826e-06
1290.0,1.9517739664313243e-06
1300.0,2.537871756934758e-06
1310.0,4.033788715605336e-06
1320.0,6.209424913183388e-06
1330.0,7.295203331880285e-06
1340.0,1.3589766441644266e-05
1350.0,1.9342526409893322e-05
1360.0,2.3929113725275268e-05
1370.0,2.5067482325693483e-05
1380.0,2.1781745129541497e-05
1390.0,1.63956906801178e-05
1400.0,1.2420397735570173e-05
1410.0,1.0491571790179754e-05
1420.0,9.292884470671907e-06
1430.0,7.719958116265927e-06
1440.0,8.610402803153636e-06
1450.0,1.1916875104278207e-05
1460.0,1.5030414130522703e-05
1470.0,2.3122757742321173e-05
1480.0,3.131508720083421e-05
1490.0,4.205022222869744e-05
1500.0,5.0212807138632636e-05
1510.0,5.87669616950005e-05
1520.0,6.77214444249263e-05
1530.0,7.412802552805746e-05
1540.0,7.528928204454346e-05
1550.0,6.271102982185256e-05
1560.0,6.226827174024719e-05
1570.0,5.519272591826077e-05
1580.0,5.2637275926292785e-05
1590.0,5.2947590384752106e-05
1600.0,6.815684785499509e-05
1610.0,7.91527667160691e-05
1620.0,0.0001016610748362675
1630.0,0.00010572557699582393
1640.0,0.00011248490006780173
1650.0,0.00011442770429516262
1660.0,0.00011678990262032166
1670.0,0.00012075410983833378
1680.0,0.0001142821281400172
1690.0,0.00010252645278902123
1700.0,9.792626284526668e-05
1720.0,3.447310113569299e-05
1730.0,0.0
1740.0,0.0
1750.0,0.00041892053046134123
1760.0,9.499047773878057e-05
1770.0,0.00019354126420471622
1780.0,0.0001781533333412064
1790.0,0.0009761100584699532
1800.0,0.00024907270026963116
1810.0,0.00024148444805409665
1820.0,0.0006876898384076599
1830.0,0.0009471232262467786
1840.0,0.0008530152290914901
1850.0,0.00047106279821163374
1860.0,0.0008130196493942938
1870.0,0.0006434963503393607
1880.0,0.0006254806986321823
1890.0,0.0003801347183033312
1900.0,0.0008714894344955832
1910.0,0.0004710749814218579
1920.0,0.00039134894631736363
1930.0,0.00104310473172955
1940.0,0.0010437181449257143
1950.0,0.0013342335558397514
1960.0,0.001065771269565975
1970.0,0.0011803010546292752
1980.0,0.0013271087557695288
1990.0,0.0011953233429793533
2000.0,0.0008543867957558912
2010.0,0.000841688309200421
2020.0,0.0006898071781908065
2030.0,0.000663918072524658
2040.0,0.000685841293202143
2050.0,0.0006133817046383778
2060.0,0.0005153438667220967
2070.0,0.0002824698147651781
2080.0,0.000488147936020315
2090.0,0.0002018953627906576
2100.0,0.00039842541416872855
2110.0,0.0002875840197646329
2120.0,0.0003384640876728397
2130.0,0.0003030092191852596
