      1600.00   3.3313814e-16   7.0792139e-16
      1610.00   6.7179096e-17   4.0500563e-16
      1625.00   1.2617219e-17   1.9669665e-16
      1630.00   3.0140227e-16   1.7652916e-16
      1635.00   1.6659146e-16   1.5717418e-16
      1640.00   2.2267271e-16   1.4069764e-16
      1645.00   1.2123841e-16   1.1529856e-16
      1685.00   6.5127358e-18   6.3635931e-17
      1690.00   4.4066439e-17   6.0552221e-17
      1700.00   4.4103702e-17   5.9787774e-17
      1705.00   9.8173157e-17   5.4277140e-17
      1710.00   1.7916543e-17   5.0493103e-17
      1725.00   1.8959312e-17   4.7666018e-17
      1730.00   3.4366373e-17   4.4142414e-17
      1735.00   1.1249742e-17   4.3627580e-17
      1745.00   3.3349388e-17   4.3569151e-17
      1750.00   4.4888041e-17   3.9723946e-17
      1765.00   7.2627765e-18   3.8136782e-17
      1770.00   1.7648244e-17   3.4581576e-17
      1775.00   5.0123019e-17   3.3684872e-17
      1780.00   6.5065028e-17   3.5306256e-17
      1785.00   4.8726579e-17   3.4770021e-17
      1790.00   3.2113044e-17   3.1449040e-17
      1800.00   6.5632966e-19   3.1070826e-17
      1805.00   8.3285830e-18   3.0844126e-17
      1815.00   1.5412623e-17   2.7283327e-17
      1820.00   3.6225538e-17   2.7831134e-17
      1825.00   6.6013857e-17   2.8971720e-17
      1830.00   2.0211042e-17   2.6609095e-17
      1835.00   3.1744426e-17   2.5342751e-17
      1840.00   4.3722554e-17   2.5492816e-17
      1845.00   3.5591080e-17   2.5908746e-17
      1850.00   5.1026413e-17   2.6016122e-17
      1855.00   9.6023584e-18   2.3168503e-17
      1860.00   4.3090409e-17   2.3003256e-17
      1865.00   6.9923940e-17   2.4512804e-17
      1870.00   3.4889280e-17   2.3843645e-17
      1875.00   3.2766798e-17   2.1817936e-17
      1880.00   3.0948288e-17   2.1227428e-17
      1885.00   4.2443448e-17   2.2422564e-17
      1890.00   4.2480142e-17   2.2316033e-17
      1895.00   6.0639970e-18   2.0020438e-17
      1900.00   2.3244093e-17   1.9782590e-17
      1905.00   4.6102372e-17   2.1079995e-17
      1910.00   1.2011622e-17   2.0475898e-17
      1915.00   2.8015883e-17   1.9689999e-17
      1920.00   5.2888830e-17   1.9145252e-17
      1925.00   3.8227163e-17   1.8917205e-17
      1930.00   3.1830681e-17   1.9157119e-17
      1935.00   3.5931952e-17   1.9248948e-17
      1940.00   3.5620091e-17   1.7717411e-17
      1945.00   3.5319398e-17   1.7315888e-17
      1950.00   4.4726228e-17   1.8304822e-17
      1955.00   5.6451801e-17   1.8401546e-17
      1960.00   5.8418413e-17   1.7024616e-17
      1965.00   6.6247757e-17   1.6798491e-17
      1970.00   7.1299369e-17   1.7739919e-17
      1975.00   5.1989278e-17   1.7350122e-17
      1980.00   6.4425306e-17   1.6233140e-17
      1985.00   7.7459634e-17   1.6020477e-17
      1990.00   6.9366738e-17   1.6671005e-17
      1995.00   7.3347137e-17   1.6705796e-17
      2000.00   7.5678417e-17   1.5950487e-17
      2005.00   5.9245356e-17   1.4940225e-17
      2010.00   6.4671177e-17   1.5094607e-17
