1701.1529 4.1952693e-16
1702.6971 3.9040979e-16
1704.2414 3.79091e-16
1705.7856 3.3609621e-16
1707.3299 4.3105413e-16
1708.8742 4.5835339e-16
1710.4184 4.6179446e-16
1711.9627 4.2002987e-16
1713.507 4.2127034e-16
1715.0513 3.5573047e-16
1716.5956 3.414978e-16
1718.1399 3.664008e-16
1719.6843 3.9183239e-16
1721.2286 3.6922234e-16
1722.773 2.9028571e-16
1724.3173 2.5189109e-16
1725.8617 2.3816684e-16
1727.4061 2.6991504e-16
1728.9504 2.9696713e-16
1730.4948 2.8367398e-16
1732.0392 3.0294517e-16
1733.5836 2.9997258e-16
1735.1281 2.3377228e-16
1736.6725 1.9905256e-16
1738.2169 1.9194729e-16
1739.7614 1.7714006e-16
1741.3058 1.4840202e-16
1742.8503 7.6920684e-17
1744.3948 4.4955486e-17
1745.9392 9.3313993e-17
1747.4837 6.3052117e-17
1749.0282 7.3216425e-17
1750.5727 8.9465011e-17
1752.1173 1.2690831e-16
1753.6618 1.3639134e-16
1755.2063 1.8684148e-16
1756.7509 1.8541696e-16
1758.2954 1.9441905e-16
1759.84 1.9582325e-16
1761.3846 1.6850777e-16
1762.9291 1.9714621e-16
1764.4737 1.7409134e-16
1766.0183 1.9910634e-16
1767.5629 2.0534091e-16
1769.1076 2.2616467e-16
1770.6522 1.894635e-16
1772.1968 2.4375635e-16
1773.7415 2.6684645e-16
1775.2861 3.3818915e-16
1776.8308 3.822941e-16
1778.3755 4.010739e-16
1779.9201 4.5295585e-16
1781.4648 4.7647636e-16
1783.0095 4.8961959e-16
1784.5542 5.2217395e-16
1786.0989 5.776284e-16
1787.6437 5.7611886e-16
1789.1884 5.9168288e-16
1790.7332 5.4590638e-16
1792.2779 5.7402524e-16
1793.8227 5.6990498e-16
1795.3674 5.9027369e-16
1796.9122 5.846917e-16
1798.457 6.2070934e-16
1800.0018 6.6243148e-16
1801.5466 6.739468e-16
1803.0914 6.8555857e-16
1804.6362 7.2995995e-16
1806.1811 7.601259e-16
1807.7259 7.7240276e-16
1809.2708 7.9699545e-16
1810.8156 8.0682952e-16
1812.3605 8.3523548e-16
1813.9054 8.2992225e-16
1815.4503 8.1081462e-16
1816.9952 8.1366691e-16
1818.5401 8.688081e-16
1820.085 8.8427604e-16
1821.6299 9.2690382e-16
1823.1748 9.543541e-16
1824.7198 9.8821256e-16
1826.2647 1.0225222e-15
1827.8097 1.0612849e-15
1829.3547 1.1466909e-15
1830.8996 1.2118572e-15
