1700.4548 1.358713e-16
1701.9991 9.9101497e-17
1703.5435 1.1622117e-16
1705.0878 1.7278865e-16
1706.6322 1.5512976e-16
1708.1766 1.8175614e-16
1709.7209 1.6261217e-16
1711.2653 1.7271758e-16
1712.8097 1.7232216e-16
1714.3541 1.9530025e-16
1715.8986 1.6785115e-16
1717.443  1.8207799e-16
1718.9874 1.6502752e-16
1720.5319 1.713318e-16
1722.0763 1.288207e-16
1723.6208 9.173444e-17
1725.1652 1.4306911e-16
1726.7097 1.5250589e-16
1728.2542 1.5345661e-16
1729.7987 1.1259567e-16
1731.3432 1.5194638e-16
1732.8877 1.4052445e-16
1734.4323 1.4398568e-16
1735.9768 1.1854757e-16
1739.0659 1.141522e-16
1740.6104 1.0505952e-16
1749.878  1.0016166e-16
1752.9673 1.2425527e-16
1754.5119 1.2436214e-16
1771.5036 1.2650914e-16
1773.0483 1.3417919e-16
1774.5931 1.6333127e-16
1776.1379 2.1750503e-16
1777.6826 2.4935042e-16
1779.2274 2.559935e-16
1780.7722 2.5174789e-16
1782.317  2.7416275e-16
1783.8619 2.8841818e-16
1785.4067 2.6710902e-16
1786.9515 2.9415712e-16
1788.4964 2.9616855e-16
1790.0412 3.1653176e-16
1791.5861 3.0727106e-16
1793.1309 3.3539369e-16
1794.6758 3.4958918e-16
1796.2207 4.0487558e-16
1797.7656 4.1047749e-16
1799.3105 4.4025216e-16
1800.8554 4.5229653e-16
1802.4004 4.5150335e-16
1803.9453 4.6099644e-16
1805.4902 4.7271951e-16
1807.0352 4.7346569e-16
1808.5802 4.5898185e-16
1810.1251 4.6327317e-16
1811.6701 4.5409739e-16
1813.2151 4.5716194e-16
1814.7601 4.3718185e-16
1816.3051 4.6016338e-16
1817.8501 4.5931802e-16
1819.3951 4.6318007e-16
1820.9402 4.8196996e-16
1822.4852 4.8235001e-16
1824.0303 4.7299049e-16
1825.5753 4.7385445e-16
1827.1204 4.6091279e-16
1828.6655 4.6230702e-16
1830.2106 4.5744012e-16
1831.7557 4.5572382e-16
1833.3008 4.6998434e-16
1834.8459 4.6294976e-16
1836.391  4.5832483e-16
1837.9362 4.75665e-16
1839.4813 4.7324263e-16
1841.0265 4.6853219e-16
1842.5716 4.5471444e-16
1844.1168 4.5501995e-16
1845.662  4.7062351e-16
1847.2072 4.8017491e-16
